OSEBuildingID,DataYear,PrimaryPropertyType,CouncilDistrictCode,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),DefaultData,Comment,ComplianceStatus,Outlier,Latitude,Longitude,ZipCode,TotalGHGEmissions,GHGEmissionsIntensity,SiteEUI(kBtu/sf)_diff1516,SiteEUIWN(kBtu/sf)_diff1516,SourceEUI(kBtu/sf)_diff1516,SourceEUIWN(kBtu/sf)_diff1516,SiteEnergyUse(kBtu)_diff1516,SiteEnergyUseWN(kBtu)_diff1516,SteamUse(kBtu)_diff1516,Electricity(kWh)_diff1516,Electricity(kBtu)_diff1516,NaturalGas(therms)_diff1516,NaturalGas(kBtu)_diff1516,TotalGHGEmissions_diff1516,GHGEmissionsIntensity_diff1516
25935,2015,worshipfacility,6,1956,1.0,2.0,21562,0,21562,29.0,39.3,49.2,60.8,72.5,827042.0,1035200.0,0.0,57591.0,196508.0,6305.0,630542.0,0.0,Yes,,Compliant,,47.6854905,-122.3872006,98117.0,34.86,1.58,4.099998470000003,3.2999992399999982,13.400001529999997,10.599998470000003,233790.0,245323.0,0.0,73992.6875,252418.0,-187.00976599999922,-18674.0,0.7700000000000031,0.07999999999999996
25954,2015,other,3,1959,1.0,1.0,25753,0,25753,,53.9,70.5,75.2,93.8,1387442.0,1815715.0,0.0,67423.0,230056.0,11574.0,1157396.0,0.0,No,,Compliant,,47.6231954,-122.2900205,98112.0,63.07,2.41,0.7999984700000056,-1.7999999999999972,3.099998499999998,0.29999689999999646,24164.75,148026.75,0.0,8554.0,29148.0,-50.39013700000032,-5021.0,-0.07000000000000028,0.1299999999999999
25955,2015,other,3,1928,1.0,3.0,71280,0,71280,,343.3,366.1,591.9,603.8,24473814.0,26095750.0,0.0,2312902.0,7891949.0,165822.0,16582194.0,0.0,No,,Compliant,,47.62745928,-122.2797148,98112.0,935.7,12.65,0.4000003800000016,-1.0,1.4000015299999973,-3.2000030500000065,13022.875,50420.625,0.0,3816.7968999999866,12999.0,0.0,0.0,0.10000000000000053,0.09
25956,2015,k-12school,3,1925,1.0,3.0,38297,0,38297,82.0,53.7,72.1,87.6,110.3,2057679.0,2762796.0,0.0,167491.0,571503.0,14862.0,1486200.0,0.0,Yes,,Compliant,,47.63426471,-122.2851083,98112.0,82.92,2.1,0.30000152999999585,-5.400001529999997,2.400001500000002,-6.2000031000000035,13387.0,201542.25,0.0,11674.1875,39790.0,-264.93310500000007,-26446.0,-1.1300000000000026,0.07999999999999985
25965,2015,seniorcarecommunity,3,1963,1.0,16.0,153312,72317,80995,30.0,117.6,131.9,213.3,228.3,18029644.0,20218824.0,0.0,1931421.0,6590282.0,114396.0,11439635.0,0.0,Yes,,Compliant,,47.63426767,-122.2763832,98112.0,653.5,4.08,2.0999992399999954,-3.5999984700000027,2.7999984700000056,-3.0000030500000037,53821.25,241516.25,0.0,2054.5,7003.0,468.11035000000084,46811.0,2.5400000000000063,0.1299999999999999
26002,2015,worshipfacility,2,1968,1.0,1.0,24200,0,24200,14.0,49.2,59.3,97.8,108.3,1191803.0,1434122.0,0.0,156416.0,533712.0,6581.0,658113.0,0.0,Yes,,Compliant,,47.53857664,-122.2801441,98118.0,38.67,1.5,3.0999984700000027,3.2999992399999982,10.69999390000001,10.999996900000014,115029.25,123112.25,0.0,39227.6875,133783.0,-188.58007799999996,-18817.0,-0.07000000000000028,0.24
26040,2015,self-storagefacility,1,1994,1.0,3.0,66610,0,66610,,9.2,11.0,20.8,22.7,614768.0,732960.0,0.0,104349.0,356053.0,2587.0,258730.0,0.0,No,,Compliant,,47.56780941,-122.369714,98126.0,16.22,0.22,5.700000000000003,1.2999999999999972,28.400012199999992,23.899999999999977,200440.75,378090.75,0.0,111592.1875,380646.0,-1802.8256840000004,-180311.0,-6.919999999999995,0.10999999999999988
26098,2015,k-12school,5,1938,1.0,2.0,23222,0,23222,57.0,81.5,90.2,119.6,130.6,1223296.0,1352933.0,0.0,71529.0,244066.0,9792.0,979240.0,0.0,No,,Compliant,,47.71357229,-122.3538988,98133.0,53.71,2.27,-0.1999992399999968,-2.0000007600000025,-0.49999694999999633,-6.2999969499999935,-4210.8125,63765.375,0.0,-1233.9061999999976,-4236.0,0.0,0.0,-0.03000000000000025,0.09
26115,2015,mixeduseproperty,3,1924,1.0,2.0,24476,0,24476,,110.0,110.0,210.0,210.0,2623229.0,2623229.0,0.0,316342.0,1079403.0,15439.0,1543871.0,0.0,No,,Compliant,,47.61433622,-122.3249958,98122.0,89.52,3.47,6.0000007600000025,4.799999239999998,15.000003050000004,12.200003050000007,57657.25,214269.5,0.0,13248.906299999973,45158.0,124.0478519999997,12452.0,0.980000000000004,0.09999999999999998
26119,2015,retailstore,3,1910,1.0,2.0,24750,0,24750,,36.0,45.8,65.7,75.1,811870.0,1033030.0,0.0,88015.0,300321.0,5116.0,511562.0,0.0,No,,Compliant,,47.6138696,-122.3247782,98122.0,29.26,1.13,0.8999992399999996,0.6999992399999968,2.7999984700000056,1.8999984699999999,26725.1875,71502.6875,0.0,7833.0,26688.0,0.0,0.0,0.1899999999999995,0.13
26125,2015,k-12school,3,1904,1.0,3.0,48783,0,48783,49.0,79.4,93.9,147.9,163.1,3874632.0,4579934.0,0.0,441132.0,1505205.0,23695.0,2369489.0,0.0,No,,Compliant,,47.61339284,-122.3259157,98122.0,136.34,2.66,3.3999984999999953,1.5,2.2999968999999965,-1.1999939000000097,187166.0,464421.0,0.0,-9600.625,-32868.0,2199.6992200000022,219922.0,11.450000000000017,0.4099999999999997
26126,2015,other,3,1954,1.0,2.0,46560,0,46560,,18.8,23.0,37.2,41.6,876304.0,1069144.0,0.0,114050.0,389153.0,4872.0,487167.0,0.0,No,,Compliant,,47.614456,-122.325881,98122.0,28.59,0.58,0.49999962000000053,-1.2000003800000023,1.2000015299999944,-4.100003049999998,12801.1875,82690.625,0.0,3079.5938000000024,10486.0,23.430023199999994,2293.0,0.1899999999999995,0.09000000000000001
26139,2015,other,7,1980,1.0,3.0,30408,0,30408,60.0,58.6,58.6,184.0,184.0,1464856.0,1464856.0,0.0,429325.0,1464917.0,0.0,0.0,0.0,No,,Compliant,,47.63307036,-122.3426568,98109.0,10.21,0.13,8.100003049999998,8.100003049999998,25.19999999999999,25.19999999999999,254142.5,254142.5,0.0,74484.375,254057.0,0.0,0.0,1.7699999999999996,0.33999999999999997
26146,2015,small-andmid-sizedoffice,7,1920,1.0,3.0,30109,0,30109,88.0,50.8,57.8,121.0,128.4,1441631.0,1640708.0,0.0,269768.0,920487.0,5212.0,521182.0,0.0,No,,Compliant,,47.63451912,-122.3407585,98109.0,34.1,1.0,6.900000760000001,5.89999924,22.50000153,20.99999847,147541.8125,169076.6875,0.0,45226.5,154307.0,-67.5302730000003,-6772.0,0.7199999999999989,0.06000000000000005
26150,2015,k-12school,1,1964,1.0,2.0,39929,0,39929,83.0,45.1,55.5,101.0,116.9,1800331.0,2217245.0,0.0,300492.0,1025321.0,7751.0,775053.0,0.0,Yes,,Compliant,,47.55282499,-122.3799049,98126.0,48.31,1.1,-4.89999847,-5.0,-11.200000000000003,-11.400001500000002,-110069.0,-84643.0,0.0,-19192.593699999998,-65508.0,-446.3500979999999,-44585.0,-2.8299999999999983,-0.009999999999999787
26154,2015,small-andmid-sizedoffice,7,1960,1.0,2.0,25481,0,25481,95.0,29.1,36.8,46.7,54.8,741269.0,938440.0,0.0,57702.0,196888.0,5444.0,544389.0,0.0,No,,Compliant,,47.63990614,-122.3671812,98119.0,30.29,1.16,-0.20000076000000178,-1.7999984700000056,-1.5,-1.5999969500000049,-4480.3125,58326.3125,0.0,-3436.0,-11741.0,72.2395019999999,7242.0,0.3099999999999987,0.10999999999999999
26157,2015,seniorcarecommunity,2,1967,1.0,1.0,141297,4553,136744,69.0,134.1,147.0,239.6,252.5,18946990.0,20769422.0,0.0,1957506.0,6679288.0,122680.0,12267980.0,0.0,No,,Compliant,,47.53500877,-122.2657673,98118.0,698.11,4.74,1.3999992399999996,-0.1999992399999968,4.099993900000001,0.09999999999999432,108330.0,338638.75,0.0,29714.625,101267.0,69.91015599999992,6943.0,1.0799999999999983,0.17999999999999994
26183,2015,small-andmid-sizedoffice,7,1912,1.0,2.0,27788,0,27788,80.0,53.5,53.5,141.2,141.2,2004777.0,2004777.0,0.0,447280.0,1526181.0,4787.0,478659.0,0.0,No,,Compliant,,47.6227951,-122.33079529,98109.0,36.06,1.06,-0.8999992399999996,-2.19999962,-1.7999992399999982,-4.89999924,-18721.875,22265.6875,0.0,-2963.0,-10123.0,-85.79003899999998,-8611.0,-0.5300000000000011,0.039999999999999925
26218,2015,hotel,5,1990,1.0,4.0,41704,8584,33120,84.0,46.3,46.6,98.5,99.5,1929698.0,1943857.0,0.0,291813.0,995707.0,9340.0,934033.0,0.0,Yes,,Compliant,,47.72899702,-122.3444402,98133.0,56.55,1.25,-1.000000759999999,-2.2000015299999944,-3.099996900000008,-6.800001500000008,-67577.75,92354.75,0.0,-19805.6875,-67680.0,0.0,0.0,-0.46999999999999886,0.12000000000000001
26233,2015,other,2,1950,1.0,1.0,36000,0,36000,,97.3,106.7,252.3,262.1,3445613.0,3776855.0,0.0,745042.0,2542190.0,9035.0,903528.0,0.0,No,,Compliant,,47.5677815,-122.3327093,98134.0,65.71,1.52,0.0,-1.7999992399999982,1.5299999915896478e-06,-5.7000030500000065,136.8125,40961.5,0.0,40.093800000002375,113.0,0.0,0.0,0.0,0.09000000000000001
26235,2015,non-refrigeratedwarehouse,2,1941,1.0,2.0,22324,0,22324,52.0,25.2,25.9,45.7,47.9,529072.0,543265.0,0.0,56812.0,193851.0,3352.0,335229.0,0.0,No,,Compliant,,47.56696877,-122.3336063,98134.0,19.16,0.82,0.39999923999999965,-1.0,1.1999969499999992,-3.0000030500000037,10269.0,59367.375,0.0,3009.4063000000024,10241.0,0.0,0.0,0.07000000000000028,0.1
26236,2015,other,2,1946,1.0,2.0,31360,0,31360,,46.8,52.5,109.0,111.0,1496712.0,1679368.0,0.0,268686.0,916795.0,5800.0,579955.0,0.0,No,,Compliant,,47.56624222,-122.33361816,98134.0,37.19,1.06,0.6000000000000014,-1.7999992399999982,1.699998469999997,-5.800001530000003,12051.3125,72619.5,0.0,3531.9063000000024,12027.0,0.0,0.0,0.08000000000000007,0.09000000000000001
26237,2015,mixeduseproperty,2,1947,1.0,1.0,30496,0,30496,,60.1,60.1,145.7,145.7,1959703.0,1959703.0,0.0,378119.0,1290194.0,6696.0,669563.0,0.0,No,,Compliant,,47.56589688,-122.3336235,98134.0,44.55,1.28,0.0,-1.9000007600000046,1.5299999915896478e-06,-5.900001529999997,-313.3125,36413.5,0.0,-91.59369999999763,-337.0,0.0,0.0,-0.010000000000000675,0.12000000000000001
26254,2015,small-andmid-sizedoffice,3,1922,1.0,3.0,27600,0,27600,83.0,43.0,43.0,124.2,124.2,961749.0,961749.0,0.0,247561.0,844715.0,1171.0,117069.0,0.0,Yes,,Compliant,,47.615471,-122.3237344,98122.0,12.11,0.31,3.1000000000000014,0.5999992399999954,9.700003100000004,1.8999968999999908,59232.125,122602.375,0.0,17360.0,59187.0,0.0,0.0,0.41999999999999993,0.15000000000000002
26289,2015,seniorcarecommunity,6,1961,1.0,2.0,55974,0,55974,56.0,106.2,113.0,211.9,223.3,5948007.0,6327231.0,0.0,788558.0,2690671.0,32574.0,3257448.0,0.0,Yes,,Compliant,,47.66322205,-122.3532219,98103.0,191.76,3.22,-0.2999992399999982,0.20000076000000178,-0.8999992399999996,0.6000007600000004,-8153.1875,4564.0,0.0,-2389.7031000000134,-8172.0,0.0,0.0,-0.04999999999999982,0.09
26319,2015,k-12school,2,1971,1.0,2.0,52901,0,52901,82.0,37.5,44.2,86.1,93.1,1986384.0,2338338.0,0.0,346273.0,1181533.0,8049.0,804900.0,0.0,Yes,,Compliant,,47.5305357,-122.2849993,98118.0,50.98,0.87,-66.79999924,-64.89999924,-113.7999969,-107.7999969,-1395096.0,-1395096.0,0.0,-128073.9062,-437036.0,-9581.0,-958107.0,-53.93,-2.35
26324,2015,seniorcarecommunity,5,1954,1.0,1.0,22583,0,22583,94.0,85.4,94.9,164.0,174.0,1929011.0,2143138.0,0.0,235421.0,803290.0,11258.0,1125755.0,0.0,No,,Compliant,,47.70882463,-122.2889427,98125.0,65.39,2.74,-23.599998470000003,-23.599998470000003,-20.39999850000001,-20.39999850000001,-614841.125,-614841.125,0.0,15986.093800000002,54513.0,-6694.25,-669386.0,-35.17,-1.22
26331,2015,small-andmid-sizedoffice,4,1997,1.0,3.0,31686,7358,24328,46.0,64.7,64.7,203.3,203.3,2051501.0,2051501.0,0.0,601261.0,2051586.0,0.0,0.0,0.0,No,,Compliant,,47.66117154,-122.3389096,98103.0,14.3,0.17,0.7000007600000018,3.7999999946691787e-07,2.0000030500000037,-0.3999984699999999,23068.5,67327.0,0.0,5872.703100000013,20009.0,30.160003700000004,3030.0,0.3000000000000007,0.13999999999999999
26348,2015,small-andmid-sizedoffice,4,1981,1.0,3.0,26694,6034,20660,95.0,26.3,27.7,82.5,86.9,654664.0,689369.0,0.0,191871.0,654691.0,0.0,0.0,0.0,No,,Compliant,,47.64830236,-122.3343852,98103.0,4.56,0.07,-2.2999984700000056,-10.899996900000005,-3.5000030999999865,-12.400000000000006,-78529.0,137884.0,0.0,-4844.593700000027,-16582.0,-619.8496100000011,-62001.0,-3.3999999999999915,0.050000000000000266
26359,2015,non-refrigeratedwarehouse,5,1972,1.0,1.0,29400,0,29400,68.0,9.2,9.2,28.9,29.0,230365.0,230673.0,0.0,67516.0,230374.0,0.0,0.0,0.0,No,,Compliant,,47.70860412,-122.3435635,98133.0,1.61,0.02,5.899999619999999,5.300001529999996,18.4999969,16.400001500000002,135517.5,191906.3125,0.0,39717.5938,135493.0,0.0,0.0,0.9400000000000004,0.12
26379,2015,hotel,2,1992,1.0,3.0,22452,0,22452,78.0,60.3,61.5,118.2,122.0,1354219.0,1381137.0,0.0,172881.0,589893.0,7644.0,764350.0,0.0,No,,Compliant,,47.5477336,-122.3207866,98108.0,44.71,1.88,-5.5000003799999995,-8.200001529999994,-10.600000760000007,-13.299999239999998,-190450.0,-79721.75,0.0,-23421.398400000005,-79933.0,-1104.8896480000003,-110538.0,-6.43,-0.10999999999999999
26392,2015,other,4,1912,1.0,2.0,25767,0,25767,19.0,94.3,96.5,296.1,303.1,1644233.0,1682672.0,0.0,481897.0,1644301.0,0.0,0.0,0.0,No,,Compliant,,47.66147232,-122.31279755,98105.0,11.46,0.17,-2.599999239999999,-3.8999992399999996,-8.000001529999992,-12.10000153,-66464.375,-28507.0,0.0,-19479.796899999987,-66493.0,0.0,0.0,-0.46999999999999975,0.1
26393,2015,retailstore,4,1953,1.0,4.0,33910,0,33910,72.0,63.8,67.9,164.3,165.4,1853271.0,1972811.0,0.0,396219.0,1351956.0,5014.0,501371.0,0.0,No,,Compliant,,47.6618576,-122.31278992,98105.0,36.05,0.89,2.800000760000003,1.5999996199999984,8.799998470000006,5.100003049999998,64666.0,92383.125,0.0,18952.593800000002,64645.0,0.0,0.0,0.44999999999999973,0.07
26396,2015,worshipfacility,4,1927,1.0,2.0,78401,0,78401,,27.4,34.6,55.2,65.8,2149322.0,2713090.0,0.0,291029.0,993032.0,11563.0,1156331.0,0.0,No,,Compliant,,47.66441644,-122.3123112,98105.0,68.34,0.82,0.10000000000000142,-0.40000076000000107,0.5999992399999954,-0.800001530000003,2575.375,27117.875,0.0,1865.5938000000024,6342.0,-37.540000899999995,-3790.0,-0.15000000000000036,0.08
26460,2015,non-refrigeratedwarehouse,4,1979,1.0,2.0,78716,0,78716,24.0,59.4,59.4,178.7,178.7,4673827.0,4673827.0,0.0,1284847.0,4384080.0,2899.0,289928.0,0.0,Yes,,Compliant,,47.64733806,-122.3345616,98103.0,45.96,0.34,1.2000007600000018,-0.4000007600000046,1.6999984999999924,-1.899996900000005,109274.0,346505.5,0.0,5867.1875,19901.0,892.2294899999997,89255.0,4.8799999999999955,0.18999999999999995
26465,2015,k-12school,4,1910,1.0,2.0,33300,0,33300,94.0,49.8,67.5,72.4,92.4,1530744.0,2074269.0,0.0,86897.0,296504.0,12343.0,1234253.0,0.0,No,,Compliant,,47.66388205,-122.3368138,98103.0,67.62,1.99,-1.4000007600000046,-5.8999992399999925,0.7999968999999965,-5.899996900000005,-215629.0,559551.0,-416188.5,58780.5,200403.0,0.0,0.0,-30.730000000000018,-0.07999999999999963
26473,2015,supermarket/grocerystore,4,1957,1.0,1.0,28808,0,28808,28.0,308.5,327.0,705.4,715.4,9617898.0,10193392.0,0.0,1667560.0,5689951.0,39282.0,3928182.0,0.0,No,,Compliant,,47.66178978,-122.3357453,98103.0,248.29,7.77,-0.5999992399999954,-4.299999239999998,-1.7999999999999972,-5.999996899999999,-28027.375,124321.5,0.0,-6445.5,-22033.0,-60.20996000000014,-6034.0,-0.46999999999999886,0.14000000000000012
26528,2015,small-andmid-sizedoffice,4,1957,1.0,1.0,27966,7004,20962,58.0,52.5,58.2,165.0,182.7,1101536.0,1219385.0,0.0,322842.0,1101582.0,0.0,0.0,0.0,No,,Compliant,,47.66342809,-122.3134248,98105.0,7.68,0.11,-8.800000760000003,-13.100000000000001,-27.599999999999994,-41.2999969,-227960.3125,-158927.18700000003,0.0,-66811.0,-228008.0,0.0,0.0,-1.5899999999999999,0.13
26529,2015,supermarket/grocerystore,4,1950,1.0,1.0,26226,0,26226,39.0,290.1,301.7,742.6,742.7,7492939.0,7792211.0,0.0,1586178.0,5412264.0,20809.0,2080900.0,0.0,No,,Compliant,,47.66430287,-122.3139022,98105.0,148.25,4.76,-1.000000759999999,-2.999999240000001,-3.099993899999987,-9.5,-19746.1875,8484.6875,0.0,-5787.0,-19781.0,0.0,0.0,-0.14000000000000057,0.1
26532,2015,retailstore,4,1928,1.0,2.0,20760,0,20760,,45.8,45.8,143.7,143.7,950078.0,950078.0,0.0,278452.0,950117.0,0.0,0.0,0.0,No,,Compliant,,47.66162977,-122.31317081,98105.0,6.62,0.12,0.19999961999999982,-7.600000024865494e-07,-2.7999969499999935,-3.0000030500000037,12764.875,68670.25,0.0,-26423.906200000027,-90220.0,1029.0996089999999,102923.0,4.829999999999998,0.16999999999999998
26535,2015,mixeduseproperty,4,1976,1.0,2.0,34948,15755,19193,22.0,57.4,63.2,180.1,198.3,1100575.0,1211450.0,0.0,322560.0,1100620.0,0.0,0.0,0.0,No,,Compliant,,47.66174555,-122.3139463,98105.0,7.67,0.08,1.1000000000000014,0.8999996199999991,3.4999969499999963,2.9999984700000084,49157.875,132526.25,0.0,14406.906299999973,49113.0,0.0,0.0,0.33999999999999986,0.10999999999999999
26587,2015,small-andmid-sizedoffice,4,1998,1.0,3.0,37639,9999,27640,,203.2,209.4,638.2,657.6,5689125.0,5862509.0,0.0,1667351.0,5689238.0,1.0,122.0,0.0,No,,Compliant,High Outlier,47.63415909,-122.32641602,98102.0,39.67,0.4,-0.3999999999999986,-0.3999999999999986,-1.2999984700000056,-1.2999984700000056,-19822.8125,-19822.8125,0.0,-5959.593700000027,-20373.0,5.159996030000002,510.0,-0.1200000000000001,0.1
26593,2015,small-andmid-sizedoffice,7,1900,1.0,4.0,22840,0,22840,61.0,40.2,48.0,126.3,150.7,918514.0,1096155.0,0.0,269201.0,918552.0,0.0,0.0,0.0,Yes,,Compliant,,47.60102844,-122.33378601,98104.0,6.4,0.11,1.4999992399999975,-0.10000076000000035,2.699998470000004,-0.10000153000000012,33151.5,96588.5,0.0,3270.2031299999944,11146.0,219.71020499999986,21993.0,1.240000000000002,0.12
26594,2015,other,7,1900,1.0,1.0,21420,0,21420,,44.8,44.0,133.4,128.6,869835.0,855227.0,0.0,235331.0,802981.0,669.0,66887.0,0.0,No,,Compliant,,47.60130092,-122.3332663,98104.0,9.15,0.27,-0.40000076000000107,-1.4999996200000005,-0.8000030500000008,-4.700001529999994,-22828.625,56139.125,0.0,-3144.0937000000267,-10792.0,-120.5900269,-12100.0,-0.7199999999999989,0.06999999999999999
26596,2015,mixeduseproperty,7,1900,1.0,1.0,20880,0,20880,,99.5,97.6,216.6,210.6,2078370.0,2037907.0,0.0,328330.0,1120310.0,9581.0,958107.0,0.0,No,,Compliant,,47.60109329,-122.33197021,98104.0,58.69,2.58,0.09999923999999893,-1.3000000000000007,0.49999924000000107,-4.10000153,3184.9062999999733,41394.0,0.0,933.0,3166.0,0.0,0.0,0.020000000000000018,0.09
26600,2015,mixeduseproperty,7,1966,1.0,3.0,26000,0,26000,,64.5,64.5,129.3,129.3,1677877.0,1677877.0,0.0,224360.0,765548.0,9124.0,912361.0,0.0,No,,Compliant,,47.59937286,-122.33197784,98104.0,53.79,1.94,0.9000015299999973,-0.20000000000000284,2.799999999999997,-0.6999999999999886,19073.5,53717.875,0.0,5590.5,19038.0,0.0,0.0,0.1299999999999999,0.18
26601,2015,small-andmid-sizedoffice,7,1900,1.0,3.0,38675,0,38675,,111.5,108.5,275.3,266.0,1826107.0,1777234.0,0.0,363562.0,1240525.0,5856.0,585633.0,0.0,No,,Compliant,,47.59962112,-122.3319781,98104.0,39.75,0.89,1.3000000000000007,-1.9999996200000005,5.799996950000001,0.3999984699999999,67739.75,200126.375,0.0,31195.406299999973,106405.0,-386.9125979999999,-38701.0,-1.3100000000000023,0.020000000000000018
26602,2015,small-andmid-sizedoffice,7,1929,1.0,4.0,49951,0,49951,,81.4,94.9,163.7,177.8,4565085.0,5319777.0,310440.0,608531.0,2076394.0,21783.0,2178337.0,0.0,No,,Compliant,,47.59977467,-122.33164653,98104.0,154.13,2.91,-2.800000760000003,-4.699999239999997,-8.699998469999997,-14.900003049999995,-68690.1875,-34674.6875,0.0,-20131.796899999987,-68718.0,0.0,0.0,-0.4800000000000004,0.1
26611,2015,medicaloffice,2,2010,1.0,2.0,25880,0,25880,14.0,71.0,75.5,207.3,217.3,1838121.0,1954293.0,0.0,481798.0,1643962.0,1942.0,194228.0,0.0,No,,Compliant,,47.51946634,-122.269303,98118.0,21.78,0.57,-6.099996950000005,-4.60000153,-5.2999968999999965,-0.20000310000000354,-132965.375,-157713.25,0.0,3482.0937999999733,11836.0,-1448.649902,-144846.0,-7.609999999999999,-0.1399999999999999
26657,2015,worshipfacility,4,1927,1.0,3.0,41013,0,41013,,36.9,42.8,69.9,76.0,1271271.0,1471335.0,0.0,150300.0,512843.0,7584.0,758449.0,0.0,No,,Compliant,,47.66529949,-122.3104352,98105.0,43.86,1.02,0.9000003800000016,-1.3999999999999986,1.1999992399999968,-1.2999984700000056,38049.875,215366.25,0.0,1067.3984400000045,3632.0,344.4599610000005,34409.0,1.8500000000000014,0.07000000000000006
26667,2015,other,4,2004,1.0,2.0,21075,0,21075,,71.9,82.6,142.2,151.9,1515375.0,1739892.0,0.0,197054.0,672375.0,8430.0,843027.0,0.0,No,,Compliant,,47.66456008,-122.3099857,98105.0,49.46,2.21,0.6000007600000004,-0.1999992399999968,2.0,-0.600003049999998,17781.5,72222.5,0.0,5211.593800000002,17754.0,0.0,0.0,0.1299999999999999,0.11000000000000001
26670,2015,worshipfacility,4,1950,1.0,3.0,46485,0,46485,71.0,27.7,29.8,62.1,65.4,1767480.0,1905896.0,0.0,296115.0,1010388.0,7571.0,757134.0,0.0,No,,Compliant,,47.67841289,-122.3195051,98115.0,47.25,0.92,0.3000003800000002,-1.0,2.2000030500000065,-0.2999969499999935,27177.75,160868.75,0.0,26309.0,89681.0,-626.3198240000002,-62589.0,-2.6999999999999957,0.06
26681,2015,small-andmid-sizedoffice,6,1965,1.0,4.0,56896,16128,40768,81.0,46.5,46.5,128.1,128.1,1897180.0,1897180.0,0.0,453188.0,1546343.0,3509.0,350902.0,0.0,No,,Compliant,,47.67821286,-122.3232907,98115.0,29.42,0.4,3.0999992399999954,1.000000759999999,3.7999984700000056,1.0999984700000027,245723.5,433595.0,0.0,5184.1875,17643.0,2280.6523400000005,228035.0,12.22999999999999,0.25
26695,2015,worshipfacility,6,1978,1.0,2.0,27500,0,27500,70.0,18.7,22.6,42.9,49.0,513888.0,622022.0,0.0,89842.0,306552.0,2073.0,207349.0,0.0,No,,Compliant,,47.67790172,-122.3255884,98115.0,13.15,0.43,22.8,23.300001529999996,28.60000153,29.800001529999996,452209.0,482147.875,0.0,1649.0,5612.0,4465.810547,446581.0,23.75,1.06
26705,2015,small-andmid-sizedoffice,2,1930,1.0,2.0,36630,0,36630,91.0,16.0,16.0,50.2,50.2,527803.0,527803.0,0.0,154690.0,527825.0,0.0,0.0,0.0,No,,Compliant,Low Outlier,47.59855032,-122.3324906,98104.0,3.68,0.04,-1.5,-0.8999938999999983,-2.8999968999999908,-0.6999999999999886,-78990.5,-43733.0,0.0,-8790.3125,-30065.0,-490.3125,-49000.0,-2.8100000000000023,0.11000000000000032
26706,2015,small-andmid-sizedoffice,7,1900,1.0,3.0,26830,0,26830,,81.9,83.7,187.1,188.9,2198421.0,2245225.0,0.0,380485.0,1298268.0,9002.0,900206.0,0.0,No,,Compliant,,47.59945724,-122.3311734,98104.0,56.86,1.91,-0.9000007600000011,-2.2999992399999982,-4.39999847,-6.000003050000004,-31667.125,70040.25,0.0,-16886.203100000013,-57647.0,258.9902339999999,25949.0,0.9699999999999989,0.12
26708,2015,small-andmid-sizedoffice,7,1906,1.0,5.0,41920,0,41920,92.0,29.7,29.7,93.1,93.1,1243282.0,1243282.0,0.0,364385.0,1243334.0,0.0,0.0,0.0,No,,Compliant,,47.59970093,-122.33065033,98104.0,8.67,0.08,-0.2999992399999982,-1.4999984700000013,-0.9999969499999963,-4.800003099999998,-11489.25,47400.75,0.0,-3367.3125,-11533.0,0.0,0.0,-0.08000000000000007,0.08
26710,2015,small-andmid-sizedoffice,7,1905,1.0,5.0,36879,0,36879,99.0,26.0,26.0,57.6,57.6,763065.0,763065.0,0.0,124386.0,424421.0,3387.0,338661.0,0.0,Yes,,Compliant,,47.60038519,-122.3312106,98104.0,20.94,0.52,-0.5999996199999984,-1.5999996199999984,-2.0000015299999916,-4.500001529999992,-12129.3125,34060.375,0.0,-4570.093699999998,-15611.0,34.299805000000106,3463.0,0.07000000000000028,0.08999999999999997
26719,2015,small-andmid-sizedoffice,7,1905,1.0,2.0,33640,0,33640,69.0,40.0,43.9,125.7,137.9,1093416.0,1199702.0,0.0,320462.0,1093461.0,0.0,0.0,0.0,No,,Compliant,,47.60025024,-122.32989502,98104.0,7.62,0.09,1.2000007600000018,-0.10000076000000035,3.800001530000003,-0.29999999999999716,18369.3125,50711.40629999997,0.0,5383.406300000002,18350.0,0.0,0.0,0.11999999999999966,0.1
26720,2015,non-refrigeratedwarehouse,7,1906,1.0,4.0,43484,0,43484,18.0,36.3,36.3,114.1,114.1,1580597.0,1580597.0,0.0,463246.0,1580662.0,0.0,0.0,0.0,No,,Compliant,,47.59980278,-122.3298342,98104.0,11.02,0.1,-0.6000007600000004,-1.400000760000001,-2.0000015299999987,-4.60000076,-23001.1875,13331.375,0.0,-6740.906199999998,-23027.0,0.0,0.0,-0.16000000000000014,0.06999999999999999
