OSEBuildingID,PrimaryPropertyType,CouncilDistrictCode,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuildings,ENERGYSTARScore,SiteEUIkBtusf,SiteEUIWNkBtusf,SourceEUIkBtusf,SourceEUIWNkBtusf,SiteEnergyUsekBtu,SiteEnergyUseWNkBtu,SteamUsekBtu,ElectricitykWh,ElectricitykBtu,NaturalGastherms,NaturalGaskBtu,OtherFuelUsekBtu,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,SiteEUIkBtusf_diff1516,SiteEUIWNkBtusf_diff1516,SourceEUIkBtusf_diff1516,SourceEUIWNkBtusf_diff1516,SiteEnergyUsekBtu_diff1516,SiteEnergyUseWNkBtu_diff1516,SteamUsekBtu_diff1516,ElectricitykWh_diff1516,ElectricitykBtu_diff1516,NaturalGastherms_diff1516,NaturalGaskBtu_diff1516,TotalGHGEmissions_diff1516,GHGEmissionsIntensity_diff1516
20989,non-refrigeratedwarehouse,2.0,1969.0,1.0,1.0,20500.0,0.0,20500.0,64.0,10.7,10.7,33.5,33.5,228212.0,228212.0,0.0,66885.0,228222.0,0.0,0.0,0.0,nan,1.59,0.03,1.1999996199999998,0.0,2.800000760000003,0.0,42965.5,92348.1875,0.0,7641.593800000002,26051.0,168.4897460000002,16894.0,1.0800000000000018,0.0899999999999999
21005,small-andmid-sizedoffice,4.0,1958.0,1.0,2.0,21436.0,0.0,21436.0,94.0,26.7,28.3,83.8,88.9,572139.0,607170.0,0.0,167684.0,572163.0,0.0,0.0,0.0,nan,3.99,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33136.8125,0.0,0.0,0.0,0.0,0.16
21023,mixeduseproperty,3.0,1998.0,1.0,1.0,20233.0,0.0,20233.0,,27.3,30.6,63.5,66.9,551801.0,619192.0,0.0,98782.0,337059.0,2148.0,214756.0,0.0,nan,13.76,0.61,4.199999239999997,1.699998470000004,3.89999847,1.600003049999998,75649.625,163336.125,0.0,-1272.5,0.0,800.1206050000001,79991.0,4.219999999999999,0.2599999999999998
21057,small-andmid-sizedoffice,6.0,2006.0,1.0,4.0,39926.0,12400.0,27526.0,,36.1,37.8,103.1,107.8,992902.0,1041031.0,0.0,251901.0,859522.0,1334.0,133416.0,0.0,nan,13.08,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99339.75,0.0,0.0,0.0,0.0,0.06
21088,small-andmid-sizedoffice,4.0,1985.0,1.0,3.0,31417.0,8110.0,23307.0,94.0,41.9,48.2,98.9,103.9,1101668.0,1267457.0,0.0,202502.0,690964.0,4107.0,410733.0,0.0,nan,26.63,0.75,2.7000007600000018,4.0,5.800003050000001,7.199996949999999,61934.125,90711.6875,0.0,9257.796899999988,31571.0,303.660034,30346.0,1.830000000000001,0.1599999999999999
21095,self-storagefacility,7.0,1928.0,1.0,6.0,46580.0,0.0,46580.0,,16.4,18.3,51.6,57.4,764820.0,850944.0,0.0,224156.0,764851.0,0.0,0.0,0.0,nan,5.33,0.04,1.300001529999996,0.0,4.299999999999997,0.0,29046.3125,108259.18799999997,0.0,9265.906300000002,31594.0,-25.280273000000307,0.0,0.0899999999999998,0.0899999999999998
21097,retailstore,7.0,1916.0,1.0,2.0,25920.0,0.0,25920.0,37.0,18.1,18.1,56.8,56.8,468776.0,468776.0,0.0,137391.0,468796.0,0.0,0.0,0.0,nan,3.27,0.05,2.600001529999997,0.6999984700000041,8.200003100000004,2.199996900000002,61350.6875,124418.3125,0.0,17980.5,61321.0,0.0,0.0,0.4299999999999997,0.15
21102,retailstore,7.0,1919.0,1.0,2.0,25920.0,0.0,25920.0,90.0,28.0,28.0,80.8,80.8,1090545.0,1090545.0,0.0,279995.0,955384.0,1352.0,135201.0,0.0,nan,13.84,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117572.625,0.0,0.0,0.0,0.0,0.22
21103,hotel,7.0,1910.0,1.0,8.0,61721.0,0.0,61721.0,93.0,52.20000076,53.5,150.3999939,154.3999939,2897079.75,2968429.75,0.0,742846.375,2534592.0,3624.875244,362488.0,0.0,nan,36.92,0.6,3.6000007600000004,3.6000007600000004,11.300003099999998,11.300003099999998,94633.0,94633.0,0.0,27735.1875,94593.0,0.0,0.0,0.6600000000000001,0.18
21108,small-andmid-sizedoffice,7.0,1919.0,1.0,2.0,25920.0,0.0,25920.0,84.0,60.6,69.6,143.9,153.4,1453543.0,1670665.0,0.0,270050.0,921449.0,5321.0,532132.0,0.0,nan,34.69,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-133345.40620000003,0.0,0.0,0.0,0.0,0.17
21115,small-andmid-sizedoffice,3.0,1925.0,1.0,4.0,39760.0,0.0,39760.0,91.0,64.6,78.6,103.2,120.0,2569602.0,3125319.0,1760138.0,159430.0,543997.0,2655.0,265489.0,0.0,nan,153.75,3.81,0.6000000000000014,0.0,1.800001530000003,0.0,74084.5,303850.5,0.0,21713.375,73919.0,0.0,0.0,0.5100000000000016,0.09
21116,other,3.0,1920.0,1.0,3.0,30971.0,0.0,30971.0,,90.4,98.0,189.7,202.8,2798967.0,3036307.0,184557.0,408013.0,1392199.0,12223.0,1222269.0,0.0,nan,88.87,2.68,0.6000007600000004,0.0,1.39999847,0.0,77994.0,275980.5,0.0,15360.5,52248.0,255.44995100000008,25584.0,1.7200000000000024,0.14
21117,small-andmid-sizedoffice,3.0,1946.0,1.0,3.0,22667.0,0.0,22667.0,1.0,157.8,186.3,363.4,397.2,3577120.0,4221910.0,1340007.0,599709.0,2046292.0,1909.0,190905.0,0.0,nan,127.84,5.25,3.5999984700000027,3.6000000000000014,5.600001500000005,5.499996899999999,207394.75,368246.25,0.0,14318.375,48778.0,1585.70996,158540.0,8.759999999999998,0.2899999999999999
21119,non-refrigeratedwarehouse,6.0,1927.0,1.0,2.0,33840.0,0.0,33840.0,,36.1,40.0,89.2,93.2,1221806.0,1352035.0,0.0,243185.0,829783.0,3921.0,392058.0,0.0,nan,26.61,0.68,4.600000380000001,3.600000380000001,14.20000305,11.30000305,139883.3125,139883.3125,0.0,40997.0938,139860.0,0.0,0.0,0.98,0.0999999999999999
21125,small-andmid-sizedoffice,6.0,2001.0,1.0,5.0,33740.0,6010.0,27730.0,68.0,56.9,56.9,178.8,178.8,1404467.0,1404467.0,0.0,411626.0,1404525.0,0.0,0.0,0.0,nan,9.79,0.11,0.0,0.0,0.0,0.0,0.0,98131.125,0.0,-20082.906200000027,0.0,424.580078,42472.0,1.769999999999996,0.3500000000000001
21129,retailstore,6.0,1911.0,1.0,2.0,20516.0,0.0,20516.0,99.0,52.1,59.4,85.7,91.7,946147.0,1078933.0,0.0,78935.0,269337.0,6768.0,676821.0,0.0,nan,37.82,1.79,12.4,0.7000007600000018,13.399996900000003,1.1000061000000017,495661.75,603249.5,0.0,1821.5,6153.0,8.898925999999847,904.0,0.1000000000000014,0.16
21133,retailstore,6.0,1906.0,1.0,3.0,27480.0,0.0,27480.0,86.0,41.1,41.1,129.1,129.1,1270139.0,1270139.0,0.0,372256.0,1270192.0,0.0,0.0,0.0,nan,8.85,0.12,5.800000760000003,5.89999847,18.1999969,18.399996900000005,0.0,84713.75,0.0,-26553.625,0.0,0.0,0.0,0.0,0.14
21138,mixeduseproperty,6.0,1947.0,1.0,1.0,46958.0,0.0,46958.0,92.0,42.1,43.5,115.2,119.7,1977005.0,2043295.0,0.0,467770.0,1596097.0,3810.0,380974.0,0.0,nan,31.36,0.52,0.0,0.0,0.0,0.0,0.0,4255.0,0.0,-11209.703100000012,0.0,-2015.48633,0.0,0.0,0.0
21140,distributioncenter,6.0,1984.0,1.0,1.0,26532.0,0.0,26532.0,4.0,66.4,64.2,138.5,131.6,1761048.0,1702906.0,0.0,255847.0,872987.0,8881.0,888097.0,0.0,nan,53.25,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35692.1875,0.0,0.0,0.0,0.0,0.13
21141,small-andmid-sizedoffice,6.0,1981.0,1.0,2.0,22388.0,0.0,22388.0,,23.0,23.0,64.0,64.0,514471.0,514471.0,0.0,125103.0,426868.0,876.0,87620.0,0.0,nan,7.63,0.26,8.200001529999994,9.39999847,14.200000000000005,15.399993899999998,156993.25,245959.0,0.0,14902.906300000002,50822.0,1061.1801759999998,106145.0,5.989999999999998,0.4100000000000001
21142,other,6.0,1969.0,1.0,1.0,30730.0,0.0,30730.0,,69.2,78.0,169.1,178.4,2126288.0,2396355.0,0.0,415731.0,1418534.0,7078.0,707813.0,0.0,nan,47.48,1.35,6.000001529999999,8.79999695,19.10000310000001,27.6000061,159391.5,258448.75,0.0,46714.6875,159324.0,0.0,0.0,1.1099999999999994,0.1899999999999999
21145,small-andmid-sizedoffice,6.0,1986.0,1.0,2.0,35600.0,0.0,35600.0,64.0,49.3,49.3,151.1,151.1,1815350.0,1815350.0,0.0,513087.0,1750725.0,647.0,64698.0,0.0,nan,15.64,0.23,0.0,0.0,0.0,0.0,0.0,514004.0,0.0,-131810.875,0.0,2714.2656299999944,271457.0,11.28000000000003,0.1299999999999999
21150,worshipfacility,7.0,1949.0,1.0,3.0,62000.0,0.0,62000.0,83.0,27.3,36.8,38.6,48.3,1698779.0,2287101.0,0.0,86738.0,295963.0,14028.0,1402829.0,0.0,nan,76.57,1.21,5.699993899999996,6.599996900000008,3.9000060999999846,4.699999999999989,256798.0,448991.5,0.0,-13285.625,0.0,3020.96875,302130.0,15.72999999999999,0.6400000000000001
21172,small-andmid-sizedoffice,7.0,1981.0,1.0,2.0,23600.0,0.0,23600.0,86.0,30.3,34.9,95.1,109.5,714898.0,823163.0,0.0,209525.0,714928.0,0.0,0.0,0.0,nan,4.98,0.08,0.1000000000000014,0.2000015299999944,0.1000030499999979,0.6000015000000047,3018.375,88561.5,0.0,884.375,2940.0,0.0,0.0,0.0199999999999995,0.14
21177,small-andmid-sizedoffice,7.0,1986.0,1.0,3.0,40067.0,0.0,40067.0,29.0,67.5,67.5,212.0,212.0,2704889.0,2704889.0,0.0,792758.0,2705002.0,0.0,0.0,0.0,nan,18.86,0.18,1.0000015299999987,1.199998470000004,2.7000030500000065,3.4999984700000084,198588.5,579779.0,0.0,49914.25,170088.0,282.7304699999986,28279.0,2.6899999999999977,0.09
21178,small-andmid-sizedoffice,7.0,1989.0,1.0,3.0,26419.0,6922.0,19497.0,74.0,37.1,37.1,116.5,116.5,980356.0,980356.0,0.0,287326.0,980396.0,0.0,0.0,0.0,nan,6.83,0.1,4.200000760000002,0.8000007600000032,7.099999239999995,3.800003050000001,127028.25,321560.875,0.0,11284.0,38490.0,885.169922,88526.0,4.969999999999999,0.24
21179,small-andmid-sizedoffice,7.0,1979.0,1.0,3.0,25262.0,0.0,25262.0,76.0,42.3,44.0,121.9,123.7,1069292.0,1110469.0,0.0,274545.0,936787.0,1325.0,132544.0,0.0,nan,13.57,0.38,3.4999984700000013,1.8000007600000032,4.400001529999997,1.5999999999999943,179678.125,340413.375,0.0,5618.703100000013,19137.0,1605.5,160507.0,8.660000000000004,0.2399999999999998
21180,other,6.0,1996.0,1.0,3.0,53103.0,0.0,53103.0,,128.4,128.4,398.6,398.6,4971699.0,4971699.0,0.0,1432398.0,4887545.0,844.0,84358.0,0.0,nan,38.55,0.33,0.0,0.0,0.0,0.0,0.0,225269.0,0.0,-4992.406199999998,0.0,86.07030999999915,8561.0,0.3399999999999963,0.08
21181,small-andmid-sizedoffice,7.0,1980.0,1.0,3.0,34106.0,0.0,34106.0,35.0,63.4,72.2,198.9,226.6,2074152.0,2363098.0,0.0,607899.0,2074238.0,0.0,0.0,0.0,nan,14.46,0.16,8.0,8.699998499999992,9.19999390000001,12.89999689999999,375212.5,564475.5,0.0,4768.875,16176.0,3588.931639999999,358941.0,19.180000000000007,0.6299999999999999
21182,small-andmid-sizedoffice,7.0,1980.0,1.0,3.0,67248.0,0.0,67248.0,8.0,94.1,104.3,295.5,327.6,3250570.0,3604150.0,0.0,952687.0,3250704.0,0.0,0.0,0.0,nan,22.66,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5791.796879999994,19751.0,-3889.75,0.0,0.0,0.0
21183,small-andmid-sizedoffice,7.0,1980.0,1.0,3.0,70296.0,0.0,70296.0,86.0,40.3,44.9,126.6,140.9,2834401.0,3153867.0,0.0,830715.0,2834518.0,0.0,0.0,0.0,nan,19.76,0.11,0.0,0.0,0.0,0.0,0.0,18558.75,0.0,-6439.703100000013,0.0,-359.5,0.0,0.0,0.06
21192,distributioncenter,1.0,1971.0,1.0,2.0,28368.0,0.0,28368.0,,40.7,42.1,116.3,114.9,1820292.0,1880552.0,0.0,461000.0,1572997.0,2474.0,247360.0,0.0,nan,24.1,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33147.9062,0.0,476.330078,47608.0,1.7400000000000002,0.21
21208,other,5.0,1964.0,1.0,2.0,92080.0,0.0,92080.0,,67.4,69.1,146.8,147.7,6205886.0,6364577.0,0.0,983361.0,3355367.0,28507.0,2850658.0,0.0,nan,174.79,1.74,0.6999992399999968,0.0,1.799998500000001,0.0,30204.75,84045.25,0.0,8217.8125,27974.0,22.11999510000001,2165.0,0.3099999999999987,0.09
21212,other,5.0,1961.0,1.0,1.0,20236.0,0.0,20236.0,,98.4,106.6,233.0,248.5,1991234.0,2157384.0,0.0,368097.0,1256000.0,7353.0,735286.0,0.0,nan,47.81,2.1,0.0,0.0,0.0,0.0,0.0,28632.75,0.0,-10667.125,0.0,302.5205100000003,30245.0,1.3500000000000083,0.07
21213,small-andmid-sizedoffice,5.0,1951.0,1.0,2.0,39815.0,0.0,39815.0,70.0,39.1,53.5,118.8,134.0,1554939.0,2129737.0,0.0,434524.0,1482658.0,5609.0,560886.0,0.0,nan,40.12,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11687.625,0.0,0.0,0.0,0.0,0.2199999999999999
21216,other,5.0,1970.0,1.0,4.0,25557.0,0.0,25557.0,,51.4,54.8,161.5,172.1,1314452.0,1400463.0,0.0,385244.0,1314506.0,0.0,0.0,0.0,nan,9.16,0.14,0.5000007600000025,0.0,0.3999984699999999,0.0,9505.6875,46890.90629999997,0.0,-208.2968700000056,0.0,101.92004399999996,10217.0,0.5399999999999991,0.07
21218,other,5.0,1958.0,1.0,2.0,26994.0,0.0,26994.0,,122.9,132.2,200.2,210.1,3316562.0,3569108.0,0.0,269610.0,919946.0,23967.0,2396654.0,0.0,nan,133.7,4.81,1.2000007600000018,0.0,3.7999969499999935,1.5000030500000037,54323.0,118954.25,0.0,15946.3125,54362.0,-0.4599610000000211,0.0,0.379999999999999,0.0799999999999999
21219,non-refrigeratedwarehouse,5.0,1972.0,1.0,1.0,48112.0,0.0,48112.0,69.0,33.4,32.8,104.9,102.9,1607726.0,1577205.0,0.0,471198.0,1607793.0,0.0,0.0,0.0,nan,11.21,0.09,3.5,2.499999239999997,3.7999969499999935,0.5000030500000037,90340.875,124496.625,0.0,487.0,1641.0,886.389893,88681.0,4.720000000000002,0.26
21221,other,5.0,2009.0,1.0,1.0,20909.0,0.0,20909.0,50.0,55.2,58.7,126.8,130.5,1051036.0,1117712.0,0.0,183928.0,627589.0,4235.0,423473.0,0.0,nan,26.87,1.16,2.699998470000004,0.8999984699999999,1.999999240000001,0.5000015299999916,56731.125,128973.375,0.0,-2578.5,0.0,655.1601559999999,65527.0,3.4199999999999946,0.1999999999999999
21226,small-andmid-sizedoffice,5.0,2001.0,1.0,2.0,42793.0,16518.0,26275.0,37.0,61.4,62.4,192.7,196.0,1612797.0,1639918.0,0.0,472684.0,1612864.0,0.0,0.0,0.0,nan,11.24,0.1,0.0,0.0,0.0,0.0,0.0,59017.25,0.0,-2495.5,0.0,-223.41015599999992,0.0,0.0,0.06
21233,other,5.0,2007.0,1.0,2.0,45000.0,0.0,45000.0,,125.7,129.1,272.2,275.8,5655268.0,5809937.0,0.0,884818.0,3019126.0,26363.0,2636267.0,0.0,nan,161.06,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5814.100098,0.0,0.0,0.0,0.0,0.0
21236,retailstore,5.0,1998.0,1.0,1.0,26115.0,0.0,26115.0,42.0,61.5,63.8,160.1,162.5,1605522.0,1665582.0,0.0,349854.0,1193753.0,4118.0,411819.0,0.0,nan,30.19,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16560.5,0.0,0.0,0.0,0.0,0.36
21237,retailstore,5.0,2001.0,1.0,1.0,23696.0,0.0,23696.0,81.0,58.4,62.0,135.1,138.9,1392153.0,1477460.0,0.0,246620.0,841501.0,5507.0,550686.0,0.0,nan,35.11,1.33,0.0,0.0,0.0,0.0,0.0,86409.75,0.0,-54750.5937,0.0,873.1103519999997,87332.0,3.3299999999999983,0.2000000000000001
21239,worshipfacility,4.0,1949.0,1.0,1.0,26033.0,0.0,26033.0,88.0,34.0,43.9,56.7,68.5,1022112.0,1320022.0,0.0,88459.0,301833.0,7203.0,720291.0,0.0,nan,40.36,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27933.375,0.0,0.0,0.0,0.0,0.2000000000000001
21243,k-12school,7.0,2007.0,1.0,4.0,48660.0,0.0,48660.0,80.0,38.2,46.3,75.6,85.6,1889990.0,2288628.0,0.0,246056.0,839579.0,10504.0,1050446.0,0.0,nan,61.64,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24201.9063,82554.0,-2619.2294920000004,0.0,0.0,0.0
21244,seniorcarecommunity,7.0,1970.0,1.0,2.0,46539.0,0.0,46539.0,79.0,108.0,111.4,216.2,219.8,5024837.0,5183797.0,0.0,671244.0,2290380.0,27346.0,2734552.0,0.0,nan,161.2,3.25,0.700006099999996,0.9999938999999928,1.1999999999999886,1.499987799999985,39187.0,54350.0,0.0,2836.5,9365.0,294.9423829999996,29509.0,1.6400000000000006,0.69
21265,retailstore,7.0,1920.0,1.0,2.0,26400.0,0.0,26400.0,27.0,48.5,50.7,135.4,134.3,1049088.0,1097554.0,0.0,256232.0,874299.0,1748.0,174825.0,0.0,nan,15.38,0.44,2.999999240000001,0.8999992399999996,0.2999999999999971,0.0,163227.5,306607.0,0.0,-21585.593700000027,0.0,2368.29004,236878.0,12.07,0.2699999999999999
21266,small-andmid-sizedoffice,7.0,1918.0,1.0,3.0,38148.0,0.0,38148.0,95.0,29.7,29.7,93.1,93.1,1493137.0,1493137.0,0.0,437613.0,1493199.0,0.0,0.0,0.0,nan,10.41,0.1,7.800001529999996,6.999999240000001,21.599996950000005,20.700000000000003,181006.375,331793.25,0.0,59888.8125,204296.0,-232.8486329999996,0.0,0.1900000000000048,0.08
21270,mixeduseproperty,7.0,1928.0,1.0,2.0,28800.0,0.0,28800.0,,14.0,16.9,31.0,34.1,403963.0,487023.0,0.0,65812.0,224560.0,1794.0,179413.0,0.0,nan,11.09,0.35,10.699998470000004,8.900000760000005,14.299998470000006,12.300001529999996,2697364.0,3850873.0,0.0,104335.375,355915.0,23414.07031,2341373.0,126.82999999999998,0.5399999999999998
21278,worshipfacility,7.0,1955.0,1.0,5.0,31945.0,0.0,31945.0,4.0,56.7,56.7,178.1,178.1,1811669.0,1811669.0,0.0,530970.0,1811744.0,0.0,0.0,0.0,nan,12.63,0.15,3.699996949999999,0.0,8.400000000000006,1.4999969000000135,75178.875,205752.5,0.0,13053.703100000012,44511.0,306.3300799999997,30638.0,1.9300000000000068,0.25
21290,small-andmid-sizedoffice,7.0,1985.0,1.0,5.0,85963.0,33055.0,52908.0,43.0,85.4,85.4,268.3,268.3,4520838.0,4520838.0,0.0,1324982.0,4521026.0,0.0,0.0,0.0,nan,31.52,0.14,9.200000000000005,3.599993900000001,3.099996900000008,0.0,1451364.0,2537076.0,0.0,-145416.625,0.0,19474.9063,1947524.0,99.98000000000002,0.6500000000000004
21310,retailstore,7.0,1900.0,1.0,4.0,34680.0,0.0,34680.0,92.0,34.6,38.6,83.6,90.8,1200811.0,1339046.0,0.0,229632.0,783536.0,4173.0,417307.0,0.0,nan,27.63,0.7,9.499996900000014,0.3000060999999903,5.199999999999989,0.0,430964.0,1139585.0,575190.5,-42382.375,0.0,3.622192400000017,381.0,43.40999999999997,1.459999999999999
21313,worshipfacility,7.0,1968.0,1.0,3.0,75058.0,34510.0,40548.0,8.0,105.0,124.1,144.5,164.6,7879628.0,9317362.0,0.0,360520.0,1230144.0,66495.0,6649535.0,0.0,nan,361.73,4.75,20.99999695,21.30000305,64.7000031,66.8999939,1051972.5,1155089.0,0.0,298798.3125,1019418.0,324.8808589999999,32472.0,8.829999999999998,0.4399999999999999
21317,retailstore,7.0,1915.0,1.0,1.0,36504.0,0.0,36504.0,5.0,132.1,132.1,398.8,398.8,2139713.0,2139713.0,0.0,590835.0,2016013.0,1238.0,123784.0,0.0,nan,20.63,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-97373.625,0.0,-3788.2031199999983,0.0,0.0,0.03
21318,small-andmid-sizedoffice,7.0,1907.0,1.0,6.0,35200.0,0.0,35200.0,7.0,86.8,86.8,272.5,272.5,3054714.0,3054714.0,0.0,895285.0,3054841.0,0.0,0.0,0.0,nan,21.3,0.23,1.3999992399999996,0.0,0.199998469999997,0.0,147635.0,570976.5,225204.0,-22734.406200000027,0.0,0.0,0.0,16.850000000000023,0.2299999999999999
21319,small-andmid-sizedoffice,7.0,1907.0,1.0,5.0,35840.0,0.0,35840.0,75.0,45.7,54.2,101.1,110.0,1638229.0,1942890.0,0.0,266720.0,910087.0,7282.0,728179.0,0.0,nan,45.02,1.15,0.8000015299999959,0.0,2.300001500000008,0.0,25754.25,110879.625,0.0,7548.093799999973,25704.0,0.0,0.0,0.1799999999999997,0.13
21321,other,7.0,1941.0,1.0,2.0,25920.0,0.0,25920.0,55.0,60.9,60.9,191.3,191.3,1415494.0,1415494.0,0.0,414858.0,1415553.0,0.0,0.0,0.0,nan,9.87,0.15,24.19999695,22.89999847,24.10000305,22.700000000000003,1419879.0,1881215.0,0.0,-11396.593699999998,0.0,14588.03125,1458765.0,77.20000000000002,1.37
21322,small-andmid-sizedoffice,7.0,1928.0,1.0,4.0,30525.0,0.0,30525.0,14.0,138.8,148.8,364.8,376.7,3014691.0,3229811.0,798277.0,649594.0,2216506.0,0.0,0.0,0.0,nan,77.07,2.21,21.0,21.0,66.20001219999995,66.20001219999995,584810.0,584810.0,0.0,171398.25,584612.0,0.0,0.0,4.080000000000005,0.8900000000000001
21328,other,7.0,1964.0,1.0,4.0,49243.0,0.0,49243.0,,161.4,161.4,471.3,471.3,8436996.0,8436996.0,0.0,2213045.0,7551223.0,8861.0,886085.0,0.0,nan,99.7,1.37,0.0,0.0,0.0,0.0,0.0,77541.75,0.0,-7192.093699999998,0.0,-397.6298829999996,0.0,0.0,0.02
21336,other,3.0,1912.0,1.0,3.0,20411.0,0.0,20411.0,,95.0,108.0,174.6,188.2,1939297.0,2203872.0,0.0,214069.0,730432.0,12089.0,1208895.0,0.0,nan,69.3,3.24,4.100006100000002,8.69999390000001,7.500024400000029,15.400024400000008,150896.5,127919.0,0.0,17093.25,58035.0,926.1689450000003,92575.0,5.320000000000007,0.93
21351,medicaloffice,3.0,1962.0,1.0,2.0,30855.0,10285.0,20570.0,2.0,139.1,158.2,294.5,309.0,2999512.0,3413046.0,0.0,449194.0,1532714.0,14669.0,1466861.0,0.0,nan,88.59,2.66,0.0,0.0,1.700006099999996,0.0,20801.0,6096.0,0.0,7036.1875,23945.0,553.3696289999998,55325.0,0.0,0.05
21353,small-andmid-sizedoffice,3.0,1910.0,1.0,3.0,73549.0,0.0,73549.0,90.0,38.4,47.7,67.1,76.9,2823242.0,3508803.0,0.0,276394.0,943095.0,18802.0,1880186.0,0.0,nan,106.43,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31737.625,0.0,0.0,0.0,0.0,0.22
21364,other,3.0,1988.0,1.0,5.0,45780.0,11400.0,34380.0,,227.2,251.8,503.8,528.0,10403123.0,11528921.0,4898180.0,1597322.0,5450289.0,549.0,54881.0,0.0,nan,418.99,8.64,0.0,0.0,0.0,7.800000000000011,0.0,0.0,0.0,-8475.75,0.0,-4024.476560000003,0.0,0.0,0.0499999999999998
21365,medicaloffice,3.0,1963.0,1.0,3.0,39115.0,0.0,39115.0,71.0,53.7,55.5,139.1,139.0,2683336.0,2774876.0,0.0,579959.0,1978902.0,7045.0,704516.0,0.0,nan,51.21,1.09,0.5999992399999954,0.5999992399999954,2.300003099999998,2.300003099999998,69621.0,69621.0,0.0,31246.25,106339.0,-370.4101559999999,0.0,0.0,0.21
21366,other,7.0,1916.0,1.0,3.0,38038.0,0.0,38038.0,,28.2,34.4,55.3,62.8,1057256.0,1289700.0,642693.0,121502.0,414580.0,0.0,0.0,0.0,nan,52.5,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118312.0,0.0,0.0,0.0,0.0,0.1999999999999999
21367,worshipfacility,7.0,1962.0,1.0,3.0,37796.0,0.0,37796.0,48.0,51.4,62.2,94.8,110.0,2726269.0,3295798.0,1578661.0,269385.0,919179.0,2285.0,228467.0,0.0,nan,140.4,3.61,0.0,0.0,1.39999847,0.0,0.0,68754.0,0.0,15358.5,52345.0,-585.6704099999997,0.0,0.0,0.0399999999999999
21380,small-andmid-sizedoffice,6.0,1993.0,1.0,1.0,27744.0,0.0,27744.0,66.0,172.0,172.0,540.0,540.0,4770943.0,4770943.0,0.0,1398283.0,4771140.0,0.0,0.0,0.0,nan,33.26,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83883.40620000003,0.0,1405.7797850000002,140592.0,0.0,0.0
21382,non-refrigeratedwarehouse,6.0,1960.0,1.0,1.0,36444.0,0.0,36444.0,76.0,4.9,5.3,15.4,16.8,178243.0,194831.0,0.0,52240.0,178250.0,0.0,0.0,0.0,nan,1.24,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32251.406200000027,0.0,0.0,0.0,0.0,0.2
21388,non-refrigeratedwarehouse,6.0,1950.0,1.0,1.0,27553.0,0.0,27553.0,57.0,47.7,58.6,81.3,92.8,1314716.0,1614692.0,0.0,120648.0,411668.0,9031.0,903065.0,0.0,nan,50.83,1.78,8.500001529999999,5.60000153,18.9999969,15.400000000000006,290607.25,442058.25,138073.0,44705.6875,152492.0,0.0,0.0,11.730000000000004,0.33
21389,distributioncenter,6.0,1951.0,1.0,1.0,57310.0,0.0,57310.0,,23.0,27.5,50.1,55.6,1318096.0,1575427.0,0.0,208660.0,711977.0,6061.0,606148.0,0.0,nan,37.16,0.59,0.7999999520000001,0.7999999520000001,2.6000001909999995,2.6000001909999995,20167.5,20167.5,0.0,5910.700199999999,20167.0,0.0,0.0,0.1399999999999999,0.01
21391,mixeduseproperty,7.0,1920.0,1.0,2.0,25920.0,0.0,25920.0,,46.7,52.4,125.0,134.7,1210229.0,1357875.0,0.0,276234.0,942549.0,2677.0,267719.0,0.0,nan,20.79,0.65,1.2000015299999944,0.0,1.3999984999999953,0.0,1124040.0,4039440.0,0.0,28650.0,96500.0,10262.546899999988,1026282.0,55.190000000000055,0.0
21396,restaurant,7.0,1919.0,1.0,3.0,40686.0,0.0,40686.0,,52.0,54.8,100.9,101.9,2116209.0,2229396.0,0.0,263945.0,900618.0,12156.0,1215628.0,0.0,nan,70.84,1.65,24.700003100000004,25.40000000000001,22.19999390000004,24.30000000000001,1220002.5,1252685.5,0.0,-25971.125,0.0,1070.14063,107051.0,5.070000000000007,0.47
